Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Cluster
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),3/65,0.0173869789052759,0.172478830740337,0,0,5.79765395894428,23.4922891743681,CXCL1;S100A9;LTF,1
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),2/25,0.0185387675354076,0.181484776925569,0,0,10.3766369827135,41.380899278138,MUC1;CLU,1
Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),2/25,0.0185387675354076,0.181484776925569,0,0,10.3766369827135,41.380899278138,TNFSF10;TP53,1
Regulation Of Viral Genome Replication (GO:0045069),3/67,0.018839276434051,0.183221198260574,0,0,5.61590909090909,22.3053318407787,IFITM1;SLPI;LTF,1
Macromolecule Biosynthetic Process (GO:0009059),5/183,0.0193087882303717,0.186568031732423,0,0,3.38698559316192,13.3690923883641,RPL31;RPL29;RPL18;WARS1;RPL19,1
Intermediate Filament Organization (GO:0045109),3/68,0.0195899081411738,0.188063118155269,0,0,5.52923076923077,21.7450310854728,KRT19;VIM;BBLN,1
Regulation Of Nucleotide-Excision Repair (GO:2000819),2/26,0.0199742365776016,0.188111797642223,0,0,9.94377510040161,38.9130944948488,SMARCE1;ARID1A,1
Positive Regulation Of Erythrocyte Differentiation (GO:0045648),2/26,0.0199742365776016,0.188111797642223,0,0,9.94377510040161,38.9130944948488,HMGB2;ACVR1B,1
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),2/26,0.0199742365776016,0.188111797642223,0,0,9.94377510040161,38.9130944948488,MUC1;TP53,1
Regulation Of Endopeptidase Activity (GO:0052548),3/69,0.0203568842080535,0.190509708814991,0,0,5.44517906336088,21.2053575824309,NCSTN;HDAC1;SERPING1,1
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),2/27,0.0214547175585387,0.195856562742979,0,0,9.5455421686747,36.6721662794662,ERBB2;ZFP36L2,1
Clathrin-Dependent Endocytosis (GO:0072583),2/27,0.0214547175585387,0.195856562742979,0,0,9.5455421686747,36.6721662794662,GAK;AP2M1,1
Cortical Cytoskeleton Organization (GO:0030865),2/27,0.0214547175585387,0.195856562742979,0,0,9.5455421686747,36.6721662794662,NCKAP1;RAB13,1
Positive Regulation Of Mitotic Cell Cycle (GO:0045931),2/27,0.0214547175585387,0.195856562742979,0,0,9.5455421686747,36.6721662794662,HES1;PRKCA,1
Cellular Response To Oxygen-Containing Compound (GO:1901701),8/406,0.0216449331625724,0.196388174060413,0,0,2.44145728643216,9.35806643721563,VCP;CLIC4;DAPK1;TPM1;HMGB2;CXCL1;VIM;CLU,1
Response To Ionizing Radiation (GO:0010212),3/72,0.0227559734905172,0.20232716825293,0,0,5.20764163372859,19.700131251722,BABAM2;TP53;RHOB,1
Regulation Of Monoatomic Ion Transport (GO:0043269),2/28,0.0229793625233503,0.20232716825293,0,0,9.17794253938832,34.6298341760365,CLDN10;KCNJ16,1
Protein Localization To Golgi Apparatus (GO:0034067),2/28,0.0229793625233503,0.20232716825293,0,0,9.17794253938832,34.6298341760365,GAK;OBSL1,1
Mucosal Immune Response (GO:0002385),2/28,0.0229793625233503,0.20232716825293,0,0,9.17794253938832,34.6298341760365,PIGR;LTF,1
Regulation Of Bone Resorption (GO:0045124),2/28,0.0229793625233503,0.20232716825293,0,0,9.17794253938832,34.6298341760365,SPP1;PRKCA,1
Protein Homooligomerization (GO:0051260),4/129,0.0235304443826232,0.204643237879852,0,0,3.84526829268293,14.4176803857136,SOD2;CLU;GLS;CRYZ,1
Cellular Response To Reactive Oxygen Species (GO:0034614),3/73,0.0235884017747223,0.204643237879852,0,0,5.13298701298701,19.2333030458885,TPM1;CLU;RHOB,1
Regulation Of Signal Transduction (GO:0009966),5/193,0.0236549979269721,0.204643237879852,0,0,3.20519514423705,12.0008303037163,PPP2R1A;ITGA3;DCDC2;CD24;CLU,1
Regulation Of Cell Cycle Process (GO:0010564),4/130,0.0241233751116569,0.204893177743555,0,0,3.81455671699574,14.2075987197155,SMARCE1;PUM1;ARID1A;OBSL1,1
Regulation Of Muscle Contraction (GO:0006937),2/29,0.0245473344400033,0.204893177743555,0,0,8.83757251227131,32.7622246795726,TPM1;ENO1,1
Defense Response To Fungus (GO:0050832),2/29,0.0245473344400033,0.204893177743555,0,0,8.83757251227131,32.7622246795726,S100A9;LTF,1
Sarcomere Organization (GO:0045214),2/29,0.0245473344400033,0.204893177743555,0,0,8.83757251227131,32.7622246795726,KRT19;TPM1,1
Glycolytic Process (GO:0006096),2/29,0.0245473344400033,0.204893177743555,0,0,8.83757251227131,32.7622246795726,PKM;ENO1,1
Regulation Of Protein Phosphorylation (GO:0001932),6/265,0.024700464029135,0.204893177743555,0,0,2.7989417989418,10.3586967654957,C3;CLDN3;ERBB2;ERP29;PLXNB2;FAM20A,1
Synapse Organization (GO:0050808),4/131,0.0247253026754618,0.204893177743555,0,0,3.78432878816977,14.0017446495612,TNC;SDF4;L1CAM;AGRN,1
Positive Regulation Of Protein Metabolic Process (GO:0051247),5/196,0.0250723606328324,0.204893177743555,0,0,3.15436996113449,11.6269736397783,VCP;ERBB2;PLXNB2;VIM;CLU,1
Nucleosome Organization (GO:0034728),3/75,0.0253023359797558,0.204893177743555,0,0,4.98989898989899,18.3471527960593,SMARCE1;HMGB2;ARID1A,1
Positive Regulation Of Neurogenesis (GO:0050769),3/75,0.0253023359797558,0.204893177743555,0,0,4.98989898989899,18.3471527960593,VCAN;PLXNB2;OBSL1,1
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),4/132,0.0253362531618374,0.204893177743555,0,0,3.75457317073171,13.8000049418764,BTG2;TPM1;RAB13;L1CAM,1
Epithelial Cell Differentiation (GO:0030855),4/132,0.0253362531618374,0.204893177743555,0,0,3.75457317073171,13.8000049418764,KRT19;HDAC1;HNRNPH3;FSTL1,1
DNA Geometric Change (GO:0032392),2/30,0.0261578070672307,0.207036260191698,0,0,8.52151462994837,31.0490553295416,HNRNPA2B1;HMGB2,1
Regulation Of Vasculature Development (GO:1901342),2/30,0.0261578070672307,0.207036260191698,0,0,8.52151462994837,31.0490553295416,ERBB2;WARS1,1
Response To Epidermal Growth Factor (GO:0070849),2/30,0.0261578070672307,0.207036260191698,0,0,8.52151462994837,31.0490553295416,ERBB2;ZFP36L2,1
Cytoplasmic Translational Initiation (GO:0002183),2/30,0.0261578070672307,0.207036260191698,0,0,8.52151462994837,31.0490553295416,EIF4A1;EIF2S3,1
Actomyosin Structure Organization (GO:0031032),3/77,0.0270816348617022,0.213214141133401,0,0,4.85454545454545,17.5195664753073,PDLIM1;KRT19;TPM1,1
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),2/31,0.0278099648492844,0.217528687060365,0,0,8.22725384295804,29.4729922732104,ITGA3;FSTL1,1
Regulation Of Gene Expression (GO:0010468),16/1127,0.027981806314373,0.217528687060365,0,0,1.77374579563219,6.34327105261074,HDAC1;TMPRSS4;TNC;PUM1;ACVR1B;CLU;WARS1;GJA1;CDH3;CLDN3;PPP2R1A;ERP29;FLOT2;HNRNPH3;TP53;LTF,1
Regulation Of Translation (GO:0006417),5/202,0.0280682176852084,0.217528687060365,0,0,3.057363520289,10.9243187496226,BTG2;DAPK1;ERBB2;PLXNB2;VIM,1
Protein Localization To Plasma Membrane (GO:0072659),4/137,0.0285271801688065,0.219940124824788,0,0,3.61250687694847,12.8493183268255,GAK;JUP;RAB13;FLOT2,1
Response To Insulin (GO:0032868),3/79,0.0289261618590417,0.220728865878226,0,0,4.72631578947368,16.7453786166942,PKM;RAB13;SLC2A1,1
Positive Regulation Of Endocytosis (GO:0045807),3/79,0.0289261618590417,0.220728865878226,0,0,4.72631578947368,16.7453786166942,C3;CYBA;CLU,1
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),2/32,0.0295030027795832,0.221719536040504,0,0,7.95261044176707,28.0191399653373,SMARCE1;ARID1A,1
miRNA Processing (GO:0035196),2/32,0.0295030027795832,0.221719536040504,0,0,7.95261044176707,28.0191399653373,HNRNPA2B1;PUM1,1
Muscle Cell Development (GO:0055001),2/32,0.0295030027795832,0.221719536040504,0,0,7.95261044176707,28.0191399653373,HES1;ACTN4,1
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),5/207,0.0307315056418679,0.222924381499819,0,0,2.98092692704853,10.3809793792375,VCP;CDH3;JUP;HDAC1;BICC1,1
Regulation Of Sprouting Angiogenesis (GO:1903670),2/33,0.0312361263037161,0.222924381499819,0,0,7.69568596968519,26.6746324839554,PKM;JAK1,1
Positive Regulation Of DNA Binding (GO:0043388),2/33,0.0312361263037161,0.222924381499819,0,0,7.69568596968519,26.6746324839554,HMGB2;HES1,1
Regulation Of G0 To G1 Transition (GO:0070316),2/33,0.0312361263037161,0.222924381499819,0,0,7.69568596968519,26.6746324839554,SMARCE1;ARID1A,1
Regulation Of Amyloid-Beta Formation (GO:1902003),2/33,0.0312361263037161,0.222924381499819,0,0,7.69568596968519,26.6746324839554,CLU;RTN4,1
Protein Localization To Cell Periphery (GO:1990778),4/142,0.0319469206258898,0.222924381499819,0,0,3.48073524213503,11.9865365420188,GAK;JUP;RAB13;FLOT2,1
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),3/83,0.0328100826807823,0.222924381499819,0,0,4.48909090909091,15.3393107787087,VCP;SUMO2;CLU,1
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),3/83,0.0328100826807823,0.222924381499819,0,0,4.48909090909091,15.3393107787087,VCP;SUMO2;CLU,1
Negative Regulation Of Mitotic Cell Cycle (GO:0045930),2/34,0.0330085511810145,0.222924381499819,0,0,7.45481927710843,25.4283037510686,BTG2;ZFP36L2,1
Apoptotic Mitochondrial Changes (GO:0008637),2/34,0.0330085511810145,0.222924381499819,0,0,7.45481927710843,25.4283037510686,SOD2;CLU,1
Cellular Response To Hydrogen Peroxide (GO:0070301),2/34,0.0330085511810145,0.222924381499819,0,0,7.45481927710843,25.4283037510686,CLU;RHOB,1
Superoxide Metabolic Process (GO:0006801),2/34,0.0330085511810145,0.222924381499819,0,0,7.45481927710843,25.4283037510686,CYBA;SOD2,1
Membrane Protein Proteolysis (GO:0033619),2/34,0.0330085511810145,0.222924381499819,0,0,7.45481927710843,25.4283037510686,NCSTN;MMP7,1
Regulation Of Axon Extension (GO:0030516),2/35,0.034819503382133,0.222924381499819,0,0,7.22855056589996,24.2704195124005,L1CAM;RTN4,1
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),3/85,0.0348489395529398,0.222924381499819,0,0,4.37915742793792,14.6996603724895,VCP;CDH3;JUP,1
Integrin-Mediated Signaling Pathway (GO:0007229),3/85,0.0348489395529398,0.222924381499819,0,0,4.37915742793792,14.6996603724895,ADAMTS1;ITGA3;ITGB6,1
mRNA Metabolic Process (GO:0016071),3/85,0.0348489395529398,0.222924381499819,0,0,4.37915742793792,14.6996603724895,HNRNPA2B1;TP53;ZFP36L2,1
Negative Regulation Of Protein Metabolic Process (GO:0051248),4/147,0.0355974333627057,0.222924381499819,0,0,3.35817840695889,11.201142757002,BTG2;DAPK1;FLOT2;CLU,1
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),3/86,0.0358924507107431,0.222924381499819,0,0,4.32617743702081,14.3941799655764,SMARCE1;ARID1A;ZFP36L2,1
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",2/36,0.0366682189653567,0.222924381499819,0,0,7.01559177888023,23.1924580735297,MUC1;TP53,1
Regulation Of Erythrocyte Differentiation (GO:0045646),2/36,0.0366682189653567,0.222924381499819,0,0,7.01559177888023,23.1924580735297,HMGB2;ACVR1B,1
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),2/36,0.0366682189653567,0.222924381499819,0,0,7.01559177888023,23.1924580735297,HMGB2;ACVR1B,1
Neuron Development (GO:0048666),4/150,0.0378990646832363,0.222924381499819,0,0,3.28867357166722,10.7632657295781,UGDH;BTG2;RAB13;L1CAM,1
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),2/37,0.0385539439807625,0.222924381499819,0,0,6.81480206540448,22.1869297949975,TPM1;SOD2,1
Type I Interferon-Mediated Signaling Pathway (GO:0060337),2/37,0.0385539439807625,0.222924381499819,0,0,6.81480206540448,22.1869297949975,IFITM1;JAK1,1
Positive Regulation Of Cell Motility (GO:2000147),5/221,0.0390141001546437,0.222924381499819,0,0,2.78573051579187,9.0364422244255,CLDN3;MMP7;PRKCA;ACTN4;SOD2,1
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),8/456,0.0390978402054291,0.222924381499819,0,0,2.16339285714286,7.01304477511479,SMARCE1;MECOM;HDAC1;HMGB2;PBXIP1;HES1;ENO1;TP53,1
Positive Regulation Of DNA Repair (GO:0045739),3/89,0.0391187443164741,0.222924381499819,0,0,4.17463002114165,13.5306168402391,SMARCE1;BABAM2;ARID1A,1
Cellular Response To Organic Cyclic Compound (GO:0071407),4/152,0.0394799794670317,0.222924381499819,0,0,3.24390243902439,10.4841680668002,JUP;CTNNA1;SPP1;CLU,1
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),4/152,0.0394799794670317,0.222924381499819,0,0,3.24390243902439,10.4841680668002,FLOT2;CLU;S100A9;LTF,1
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),3/90,0.0402259211970959,0.222924381499819,0,0,4.1264367816092,13.259246931119,VCP;SUMO2;CLU,1
Cellular Response To Type I Interferon (GO:0071357),2/38,0.0404759343399634,0.222924381499819,0,0,6.62516733601071,21.2472276360142,IFITM1;JAK1,1
Positive Regulation Of Axonogenesis (GO:0050772),2/38,0.0404759343399634,0.222924381499819,0,0,6.62516733601071,21.2472276360142,PLXNB2;L1CAM,1
Positive Regulation Of Myoblast Differentiation (GO:0045663),2/38,0.0404759343399634,0.222924381499819,0,0,6.62516733601071,21.2472276360142,SMARCE1;ARID1A,1
Negative Regulation Of Glial Cell Proliferation (GO:0060253),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,HES1,1
ERBB2-EGFR Signaling Pathway (GO:0038134),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,ERBB2,1
Regulation Of Establishment Of T Cell Polarity (GO:1903903),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,FLOT2,1
L-ascorbic Acid Metabolic Process (GO:0019852),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,SLC2A1,1
Negative Regulation Of Morphogenesis Of An Epithelium (GO:1905331),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,TACSTD2,1
Negative Regulation Of Protein Localization To Chromatin (GO:0120186),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,VCP,1
Negative Regulation Of Trophoblast Cell Migration (GO:1901164),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,GJA1,1
Nephron Tubule Development (GO:0072080),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,HNF1B,1
Regulation Of Morphogenesis Of A Branching Structure (GO:0060688),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,RTN4,1
Neuroblast Proliferation (GO:0007405),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,PLXNB2,1
Astrocyte Differentiation (GO:0048708),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,S100A9,1
Autocrine Signaling (GO:0035425),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,S100A9,1
Notochord Development (GO:0030903),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,COL18A1,1
Regulation Of Pentose-Phosphate Shunt (GO:0043456),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,TP53,1
Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,JUP,1
Regulation Of Plasma Membrane Repair (GO:1905684),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,ANXA2,1
Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900368),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,PUM1,1
Regulation Of pro-B Cell Differentiation (GO:2000973),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,HES1,1
Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,ZFP36L2,1
Regulation Of Thymocyte Apoptotic Process (GO:0070243),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,TP53,1
Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,ZFP36L2,1
Response To Testosterone (GO:0033574),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,SPP1,1
Ruffle Assembly (GO:0097178),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,AIF1L,1
Enamel Mineralization (GO:0070166),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,FAM20A,1
Positive Regulation Of Epithelial Cell Differentiation Involved In Kidney Development (GO:2000698),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,PROM1,1
Synaptic Vesicle Uncoating (GO:0016191),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,GAK,1
Gastrulation With Mouth Forming Second (GO:0001702),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,UGDH,1
Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,VCP,1
Positive Regulation Of Osteoblast Proliferation (GO:0033690),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,LTF,1
Hydrogen Peroxide Biosynthetic Process (GO:0050665),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,CYBA,1
Interleukin-4-Mediated Signaling Pathway (GO:0035771),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,JAK1,1
Intracellular Oxygen Homeostasis (GO:0032364),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,SOD2,1
Intracellular Phosphate Ion Homeostasis (GO:0030643),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,SLC34A2,1
Iron Coordination Entity Transport (GO:1901678),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,LCN2,1
Positive Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905065),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,SOD2,1
Positive Regulation Of Vesicle Fusion (GO:0031340),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,ANXA2,1
Pronephros Development (GO:0048793),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,HNF1B,1
Protein Import (GO:0017038),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,CLU,1
Protein Localization To Membrane Raft (GO:1903044),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,FLOT2,1
Radial Glial Cell Differentiation (GO:0060019),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,HES1,1
Morphogenesis Of An Endothelium (GO:0003159),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,RHOB,1
Regulation Of Basement Membrane Organization (GO:0110011),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,LAMC1,1
Negative Regulation Of Cellular Response To Hypoxia (GO:1900038),1/5,0.04130414695089,0.222924381499819,0,0,29.6826347305389,94.5923939883117,ENO1,1
Positive Regulation Of MAP Kinase Activity (GO:0043406),3/91,0.0413488772136761,0.222924381499819,0,0,4.07933884297521,12.9955905908064,ERBB2;ERP29;CD24,1
Cellular Response To Growth Factor Stimulus (GO:0071363),4/155,0.0419211541674616,0.223067264753029,0,0,3.17896947181392,10.0835789683583,HDAC1;ERBB2;ACVR1B;ZFP36L2,1
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),2/39,0.0424334557041264,0.223067264753029,0,0,6.44578313253012,20.3675027152556,C3;CLU,1
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),2/39,0.0424334557041264,0.223067264753029,0,0,6.44578313253012,20.3675027152556,S100A9;TP53,1
Positive Regulation Of Lymphocyte Differentiation (GO:0045621),2/39,0.0424334557041264,0.223067264753029,0,0,6.44578313253012,20.3675027152556,SMARCE1;ARID1A,1
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812),2/39,0.0424334557041264,0.223067264753029,0,0,6.44578313253012,20.3675027152556,TACSTD2;ACTN4,1
Apoptotic Process (GO:0006915),5/228,0.0436199908742838,0.223067264753029,0,0,2.69732317257696,8.44866279883106,NCKAP1;PPP2R1A;DAPK1;RTN4;RHOB,1
Negative Regulation Of Protein Localization (GO:1903828),2/40,0.0444257833931067,0.223067264753029,0,0,6.27584020291693,19.5425601632557,VCP;CTNNA1,1
Synaptic Vesicle Endocytosis (GO:0048488),2/40,0.0444257833931067,0.223067264753029,0,0,6.27584020291693,19.5425601632557,GAK;AP2M1,1
Water-Soluble Vitamin Metabolic Process (GO:0006767),2/40,0.0444257833931067,0.223067264753029,0,0,6.27584020291693,19.5425601632557,NNMT;SLC2A1,1
Vesicle Organization (GO:0016050),3/94,0.0448118082461777,0.223067264753029,0,0,3.94425574425574,12.2480326664614,ANXA2;HOOK1;AP2M1,1
Positive Regulation Of Phosphorylation (GO:0042327),5/231,0.0456899350810558,0.223067264753029,0,0,2.6611108094902,8.21186129147263,C3;CLDN3;ERBB2;ERP29;FAM20A,1
Positive Regulation Of Epithelial Cell Migration (GO:0010634),3/95,0.0459972570941273,0.223067264753029,0,0,3.90118577075099,12.0124278932603,PRKCA;RTN4;RHOB,1
